gtin,fecha,stock
7804587213648,2024-10-04,202
7804587213648,2024-10-05,202
7804587213648,2024-10-06,214
7804587213648,2024-10-07,214
7804587213648,2024-10-08,210
7804587213648,2024-10-09,204
7804587213648,2024-10-10,199
7804587213648,2024-10-11,199
7804587213648,2024-10-12,196
7804587213648,2024-10-13,196
7804587213648,2024-10-14,214
7804587213648,2024-10-15,214
7804587213648,2024-10-16,208
7804587213648,2024-10-17,208
7804587213648,2024-10-18,207
7804587213648,2024-10-19,207
7804587213648,2024-10-20,214
7804587213648,2024-10-21,214
7804587213648,2024-10-22,212
7804587213648,2024-10-23,212
7804587213648,2024-10-24,203
7804587213648,2024-10-25,203
7804587213648,2024-10-26,201
7804587213648,2024-10-27,201
7804587213648,2024-10-28,196
7804587213648,2024-10-29,214
7804587213648,2024-10-30,207
7804587213648,2024-10-31,207
7804587213648,2024-11-01,204
7804587213648,2024-11-02,201
7804587213648,2024-11-03,201
7804587213648,2024-11-04,196
7804587213648,2024-11-05,188
7804587213648,2024-11-06,181
7804587213648,2024-11-07,214
7804587213648,2024-11-08,211
7804587213648,2024-11-09,211
7804587213648,2024-11-10,205
7804587213648,2024-11-11,205
7804587213648,2024-11-12,214
7804587213648,2024-11-13,214
7804587213648,2024-11-14,207
7804587213648,2024-11-15,199
7804587213648,2024-11-16,199
7804587213648,2024-11-17,198
7804587213648,2024-11-18,198
7804587213648,2024-11-19,190
7804587213648,2024-11-20,190
7804587213648,2024-11-21,214
7804587213648,2024-11-22,214
7804587213648,2024-11-23,209
7804587213648,2024-11-24,208
7804587213648,2024-11-25,208
7804587213648,2024-11-26,202
7804587213648,2024-11-27,194
7804587213648,2024-11-28,194
7804587213648,2024-11-29,191
7804587213648,2024-11-30,214
7804587213648,2024-12-01,205
7804587213648,2024-12-02,205
7804587213648,2024-12-03,193
7804587213648,2024-12-04,192
7804587213648,2024-12-05,192
7804587213648,2024-12-06,214
7804587213648,2024-12-07,211
7804587213648,2024-12-08,205
7804587213648,2024-12-09,205
7804587213648,2024-12-10,201
7804587213648,2024-12-11,201
7804587213648,2024-12-12,198
7804587213648,2024-12-13,198
7804587213648,2024-12-14,214
7804587213648,2024-12-15,214
7804587213648,2024-12-16,209
7804587213648,2024-12-17,209
7804587213648,2024-12-18,209
7804587213648,2024-12-19,209
7804587213648,2024-12-20,203
7804587213648,2024-12-21,214
7804587213648,2024-12-22,212
7804587213648,2024-12-23,211
7804587213648,2024-12-24,204
7804587213648,2024-12-25,200
7804587213648,2024-12-26,195
7804587213648,2024-12-27,214
7804587213648,2024-12-28,211
7804587213648,2024-12-29,211
7804587213648,2024-12-30,206
7804587213648,2024-12-31,206
7804587213648,2025-01-01,203
7804587213648,2025-01-02,203
7804587213648,2025-01-03,203
7804587213648,2025-01-04,214
7804587213648,2025-01-05,214
7804587213648,2025-01-06,205
7804587213648,2025-01-07,198
7804587213648,2025-01-08,194
7804587213648,2025-01-09,191
7804587213648,2025-01-10,214
7804587213648,2025-01-11,214
7804587213648,2025-01-12,206
7804587213648,2025-01-13,206
7804587213648,2025-01-14,198
7804587213648,2025-01-15,214
7804587213648,2025-01-16,209
7804587213648,2025-01-17,209
7804587213648,2025-01-18,200
7804587213648,2025-01-19,200
7804587213648,2025-01-20,214
7804587213648,2025-01-21,207
7804587213648,2025-01-22,207
7804587213648,2025-01-23,199
7804587213648,2025-01-24,199
7804587213648,2025-01-25,199
7804587213648,2025-01-26,199
7804587213648,2025-01-27,193
7804587213648,2025-01-28,214
7804587213648,2025-01-29,208
7804587213648,2025-01-30,208
7804587213648,2025-01-31,204
7804587213648,2025-02-01,199
7804587213648,2025-02-02,199
7804587213648,2025-02-03,214
7804587213648,2025-02-04,214
7804587213648,2025-02-05,212
7804587213648,2025-02-06,212
7804587213648,2025-02-07,207
7804587213648,2025-02-08,214
7804587213648,2025-02-09,214
7804587213648,2025-02-10,207
7804587213648,2025-02-11,207
7804587213648,2025-02-12,205
7804587213648,2025-02-13,201
7804587213648,2025-02-14,196
7804587213648,2025-02-15,188
7804587213648,2025-02-16,188
7804587213648,2025-02-17,214
7804587213648,2025-02-18,212
7804587213648,2025-02-19,212
7804587213648,2025-02-20,206
7804587213648,2025-02-21,206
7804587213648,2025-02-22,214
7804587213648,2025-02-23,214
7804587213648,2025-02-24,212
7804587213648,2025-02-25,212
7804587213648,2025-02-26,208
7804587213648,2025-02-27,208
7804587213648,2025-02-28,204
7804587213648,2025-03-01,204
7804587213648,2025-03-02,214
7804587213648,2025-03-03,209
7804587213648,2025-03-04,207
7804587213648,2025-03-05,201
7804587213648,2025-03-06,201
7804587213648,2025-03-07,214
7804587213648,2025-03-08,210
7804587213648,2025-03-09,210
7804587213648,2025-03-10,202
7804587213648,2025-03-11,197
7804587213648,2025-03-12,194
7804587213648,2025-03-13,214
7804587213648,2025-03-14,211
7804587213648,2025-03-15,203
7804587213648,2025-03-16,203
7804587213648,2025-03-17,201
7804587213648,2025-03-18,201
7804587213648,2025-03-19,198
7804587213648,2025-03-20,192
7804587213648,2025-03-21,214
7804587213648,2025-03-22,208
7804587213648,2025-03-23,208
7804587213648,2025-03-24,202
7804587213648,2025-03-25,201
7804587213648,2025-03-26,198
7804587213648,2025-03-27,190
7804587213648,2025-03-28,190
7804587213648,2025-03-29,214
7804587213648,2025-03-30,206
7804587213648,2025-03-31,206
7804587213648,2025-04-01,204
7804587213648,2025-04-02,204
7804587213648,2025-04-03,198
7804587213648,2025-04-04,198
7804587213648,2025-04-05,194
7804587213648,2025-04-06,189
7804587213648,2025-04-07,214
7804587213648,2025-04-08,211
7804587213648,2025-04-09,205
7804587213648,2025-04-10,199
7804587213648,2025-04-11,199
7804587213648,2025-04-12,198
7804587213648,2025-04-13,214
7804587213648,2025-04-14,208
7804587213648,2025-04-15,204
7804587213648,2025-04-16,204
7804587213648,2025-04-17,197
7804587213648,2025-04-18,214
7804587213648,2025-04-19,214
7804587213648,2025-04-20,213
7804587213648,2025-04-21,213
7804587213648,2025-04-22,209
7804587213648,2025-04-23,202
7804587213648,2025-04-24,202
7804587213648,2025-04-25,196
7804587213648,2025-04-26,214
7804587213648,2025-04-27,206
7804587213648,2025-04-28,206
7804587213648,2025-04-29,198
7804587213648,2025-04-30,198
7804587213648,2025-05-01,197
7804587213648,2025-05-02,192
7804587213648,2025-05-03,183
7804587213648,2025-05-04,214
7804587213648,2025-05-05,212
7804587213648,2025-05-06,206
7804587213648,2025-05-07,197
7804587213648,2025-05-08,197
7804587213648,2025-05-09,214
7804587213648,2025-05-10,211
7804587213648,2025-05-11,211
7804587213648,2025-05-12,204
7804587213648,2025-05-13,204
7804587213648,2025-05-14,200
7804587213648,2025-05-15,200
7804587213648,2025-05-16,192
7804587213648,2025-05-17,214
7804587213648,2025-05-18,210
7804587213648,2025-05-19,210
7804587213648,2025-05-20,208
7804587213648,2025-05-21,208
7804587213648,2025-05-22,208
7804587213648,2025-05-23,208
7804587213648,2025-05-24,214
7804587213648,2025-05-25,214
7804587213648,2025-05-26,211
7804587213648,2025-05-27,209
7804587213648,2025-05-28,209
7804587213648,2025-05-29,203
7804587213648,2025-05-30,195
7804587213648,2025-05-31,191
7804587213648,2025-06-01,191
7804587213648,2025-06-02,214
7804587213648,2025-06-03,214
7804587213648,2025-06-04,208
7804587213648,2025-06-05,208
7804587213648,2025-06-06,207
7804587213648,2025-06-07,206
7804587213648,2025-06-08,206
7804587213648,2025-06-09,206
7804587213648,2025-06-10,206
7804587213648,2025-06-11,214
7804587213648,2025-06-12,214
7804587213648,2025-06-13,205
7804587213648,2025-06-14,199
7804587213648,2025-06-15,194
7804587213648,2025-06-16,214
7804587213648,2025-06-17,209
7804587213648,2025-06-18,197
7804587213648,2025-06-19,197
7804587213648,2025-06-20,192
7804587213648,2025-06-21,214
7804587213648,2025-06-22,214
7804587213648,2025-06-23,210
7804587213648,2025-06-24,210
7804587213648,2025-06-25,208
7804587213648,2025-06-26,208
7804587213648,2025-06-27,201
7804587213648,2025-06-28,198
7804587213648,2025-06-29,193
7804587213648,2025-06-30,214
7804587213648,2025-07-01,214
7804587213648,2025-07-02,211
7804587213648,2025-07-03,211
7804587213648,2025-07-04,205
7804587213648,2025-07-05,205
7804587213648,2025-07-06,202
7804587213648,2025-07-07,214
7804587213648,2025-07-08,212
7804587213648,2025-07-09,212
7804587213648,2025-07-10,206
7804587213648,2025-07-11,206
7804587213648,2025-07-12,204
7804587213648,2025-07-13,214
7804587213648,2025-07-14,213
7804587213648,2025-07-15,213
7804587213648,2025-07-16,204
7804587213648,2025-07-17,200
7804587213648,2025-07-18,200
7804587213648,2025-07-19,192
7804587213648,2025-07-20,192
7804587213648,2025-07-21,182
7804587213648,2025-07-22,214
7804587213648,2025-07-23,214
7804587213648,2025-07-24,204
7804587213648,2025-07-25,204
7804587213648,2025-07-26,193
7804587213648,2025-07-27,214
7804587213648,2025-07-28,214
7804587213648,2025-07-29,211
7804587213648,2025-07-30,210
7804587213648,2025-07-31,203
7804587213648,2025-08-01,214
7804587213648,2025-08-02,214
7804587213648,2025-08-03,207
7804587213648,2025-08-04,207
7804587213648,2025-08-05,205
7804587213648,2025-08-06,205
7804587213648,2025-08-07,205
7804587213648,2025-08-08,205
7804587213648,2025-08-09,204
7804587213648,2025-08-10,214
7804587213648,2025-08-11,213
7804587213648,2025-08-12,210
7804587213648,2025-08-13,210
7804587213648,2025-08-14,206
7804587213648,2025-08-15,201
7804587213648,2025-08-16,199
7804587213648,2025-08-17,198
7804587213648,2025-08-18,191
7804587213648,2025-08-19,214
7804587213648,2025-08-20,214
7804587213648,2025-08-21,208
7804587213648,2025-08-22,208
7804587213648,2025-08-23,201
7804587213648,2025-08-24,193
7804587213648,2025-08-25,186
7804587213648,2025-08-26,214
7804587213648,2025-08-27,205
7804587213648,2025-08-28,204
7804587213648,2025-08-29,199
7804587213648,2025-08-30,199
7804587213648,2025-08-31,196
7804587213648,2025-09-01,194
7804587213648,2025-09-02,194
7804587213648,2025-09-03,185
7804587213648,2025-09-04,214
7804587213648,2025-09-05,201
7804587213648,2025-09-06,201
7804587213648,2025-09-07,199
7804587213648,2025-09-08,199
7804587213648,2025-09-09,195
7804587213648,2025-09-10,195
7804587213648,2025-09-11,193
7804587213648,2025-09-12,214
7804587213648,2025-09-13,209
7804587213648,2025-09-14,209
7804587213648,2025-09-15,208
7804587213648,2025-09-16,208
7804587213648,2025-09-17,205
7804587213648,2025-09-18,214
7804587213648,2025-09-19,214
7804587213648,2025-09-20,210
7804587213648,2025-09-21,201
7804587213648,2025-09-22,201
7804587213648,2025-09-23,214
7804587213648,2025-09-24,208
7804587213648,2025-09-25,205
7804587213648,2025-09-26,205
7804587213648,2025-09-27,202
7804587213648,2025-09-28,201
7804587213648,2025-09-29,192
7804587213648,2025-09-30,192
7804587213648,2025-10-01,189
7804587213648,2025-10-02,214
7804587213648,2025-10-03,213
7804587213648,2025-10-04,210
7804587213648,2025-10-05,210
7804587213648,2025-10-06,206
7804587213648,2025-10-07,214
7804587213648,2025-10-08,207
7804587213648,2025-10-09,207
7804587213648,2025-10-10,204
7804587213648,2025-10-11,199
7804587213648,2025-10-12,199
7804587213648,2025-10-13,188
7804587213648,2025-10-14,188
7804587213648,2025-10-15,183
7804587213648,2025-10-16,214
7804587213648,2025-10-17,214
7804587213648,2025-10-18,204
7804587213648,2025-10-19,204
7804587213648,2025-10-20,193
7804587213648,2025-10-21,214
7804587213648,2025-10-22,209
7804587213648,2025-10-23,204
7804587213648,2025-10-24,204
7804587213648,2025-10-25,202
7804587213648,2025-10-26,214
7804587213648,2025-10-27,205
7804587213648,2025-10-28,205
7804587213648,2025-10-29,197
7804587213648,2025-10-30,197
7804587213648,2025-10-31,196
7804587213648,2025-11-01,196
7804587213648,2025-11-02,190
7804587213648,2025-11-03,188
7804587213648,2025-11-04,214
7804587213648,2025-11-05,212
7804587213648,2025-11-06,212
7804587213648,2025-11-07,206
7804587213648,2025-11-08,200
7804587213648,2025-11-09,200
7804587213648,2025-11-10,194
7804587213648,2025-11-11,214
7804587213648,2025-11-12,213
7804587213648,2025-11-13,213
7804587213648,2025-11-14,207
7804587213648,2025-11-15,199
7804587213648,2025-11-16,199
7804587213648,2025-11-17,197
7804587213648,2025-11-18,197
7804587213648,2025-11-19,214
7804587213648,2025-11-20,214
7804587213648,2025-11-21,210
7804587213648,2025-11-22,210
7804587213648,2025-11-23,207
7804587213648,2025-11-24,207
7804587213648,2025-11-25,214
7804587213648,2025-11-26,214
7804587213648,2025-11-27,214
7804587213648,2025-11-28,211
7804587213648,2025-11-29,208
7804587213648,2025-11-30,202
7804587213648,2025-12-01,202
7804587213648,2025-12-02,214
7804587213648,2025-12-03,208
7804587213648,2025-12-04,208
7804587213648,2025-12-05,203
7804587213648,2025-12-06,196
7804587213648,2025-12-07,214
7804587213648,2025-12-08,212
7804587213648,2025-12-09,212
7804587213648,2025-12-10,206
7804587213648,2025-12-11,206
7804587213648,2025-12-12,206
7804587213648,2025-12-13,214
7804587213648,2025-12-14,210
7804587213648,2025-12-15,210
7804587213648,2025-12-16,205
7804587213648,2025-12-17,201
7804587213648,2025-12-18,191
7804587213648,2025-12-19,186
7804587213648,2025-12-20,186
7804587213648,2025-12-21,179
7804587213648,2025-12-22,214
7804587213648,2025-12-23,214
7804587213648,2025-12-24,208
7804587213648,2025-12-25,208
7804587213648,2025-12-26,202
7804587213648,2025-12-27,202
7804587213648,2025-12-28,198
7804587213648,2025-12-29,193
7804587213648,2025-12-30,189
7804587213648,2025-12-31,214
7804587213648,2026-01-01,214
7804587213648,2026-01-02,206
7804587213648,2026-01-03,206
7804587213648,2026-01-04,200
7804587213648,2026-01-05,200
7804587213648,2026-01-06,196
7804587213648,2026-01-07,196
7804587213648,2026-01-08,214
7804587213648,2026-01-09,210
7804587213648,2026-01-10,203
7804587213648,2026-01-11,203
7804587213648,2026-01-12,201
7804587213648,2026-01-13,214
7804587213648,2026-01-14,212
7804587213648,2026-01-15,212
7804587213648,2026-01-16,211
7804587213648,2026-01-17,205
7804587213648,2026-01-18,197
7804587213648,2026-01-19,195
7804587213648,2026-01-20,195
7804587213648,2026-01-21,214
7804587213648,2026-01-22,214
7804587213648,2026-01-23,208
7804587213648,2026-01-24,208
7804587213648,2026-01-25,204
7804587213648,2026-01-26,204
7804587213648,2026-01-27,198
7804587213648,2026-01-28,198
7804587213648,2026-01-29,214
7804587213648,2026-01-30,212
7804587213648,2026-01-31,206
7804587213648,2026-02-01,206
7804587213648,2026-02-02,200
7804587213648,2026-02-03,195
7804587213648,2026-02-04,193
7804587213648,2026-02-05,191
7804587213648,2026-02-06,214
7804587213648,2026-02-07,211
7804587213648,2026-02-08,211
7804587213648,2026-02-09,209
7804587213648,2026-02-10,209
7804587213648,2026-02-11,214
7804587213648,2026-02-12,211
7804587213648,2026-02-13,208
7804587213648,2026-02-14,204
7804587213648,2026-02-15,201
7804587213648,2026-02-16,201
7804587213648,2026-02-17,194
7804587213648,2026-02-18,214
7804587213648,2026-02-19,211
7804587213648,2026-02-20,204
7804587213648,2026-02-21,204
7804587213648,2026-02-22,204
7804587213648,2026-02-23,197
7804587213648,2026-02-24,197
7804587213648,2026-02-25,192
7804587213648,2026-02-26,192
7804587213648,2026-02-27,214
7804587213648,2026-02-28,207
7804587213648,2026-03-01,207
7804587213648,2026-03-02,198
7804587213648,2026-03-03,191
7804587213648,2026-03-04,186
7804587213648,2026-03-05,186
7804587213648,2026-03-06,183
7804587213648,2026-03-07,183
7804587213648,2026-03-08,214
7804587213648,2026-03-09,214
7804587213648,2026-03-10,207
7804587213648,2026-03-11,201
7804587213648,2026-03-12,197
7804587213648,2026-03-13,193
7804587213648,2026-03-14,193
7804587213648,2026-03-15,184
7804587213648,2026-03-16,184
7804587213648,2026-03-17,214
7804587213648,2026-03-18,208
7804587213648,2026-03-19,208
7804587213648,2026-03-20,200
7804587213648,2026-03-21,200
7804587213648,2026-03-22,192
7804587213648,2026-03-23,192
7804587213648,2026-03-24,214
7804587213648,2026-03-25,208
7804587213648,2026-03-26,204
7804587213648,2026-03-27,197
7804587213648,2026-03-28,197
7804587213648,2026-03-29,214
7804587213648,2026-03-30,214
7804587213648,2026-03-31,208
7804587213648,2026-04-01,200
7804587213648,2026-04-02,192
7804587213648,2026-04-03,192
7804587213648,2026-04-04,182
7804587213648,2026-04-05,174
7804587213648,2026-04-06,214
7804587213648,2026-04-07,210
7804587213648,2026-04-08,210
7804587213648,2026-04-09,205
7804587213648,2026-04-10,205
7804587213648,2026-04-11,214
7804587213648,2026-04-12,214
7804587213648,2026-04-13,211
7804587213648,2026-04-14,211
7804587213648,2026-04-15,202
7804587213648,2026-04-16,202
7804587213648,2026-04-17,194
7804587213648,2026-04-18,214
7804587213648,2026-04-19,214
7804587213648,2026-04-20,209
7804587213648,2026-04-21,200
7804587213648,2026-04-22,200
7804587213648,2026-04-23,214
7804587213648,2026-04-24,213
7804587213648,2026-04-25,204
7804587213648,2026-04-26,197
7804587213648,2026-04-27,197
7804587213648,2026-04-28,196
7804587213648,2026-04-29,185
7804587213648,2026-04-30,214
7804587213648,2026-05-01,208
7804587213648,2026-05-02,203
7804587213648,2026-05-03,202
7804587213648,2026-05-04,202
7804587213648,2026-05-05,201
7804587213648,2026-05-06,201
7804587213648,2026-05-07,195
7804587213648,2026-05-08,195
7804587213648,2026-05-09,214
7804587213648,2026-05-10,212
7804587213648,2026-05-11,211
7804587213648,2026-05-12,211
7804587213648,2026-05-13,205
7804587213648,2026-05-14,201
7804587213648,2026-05-15,201
7804587213648,2026-05-16,195
7804587213648,2026-05-17,214
7804587213648,2026-05-18,204
7804587213648,2026-05-19,197
7804587213648,2026-05-20,195
7804587213648,2026-05-21,195
7804587213648,2026-05-22,214
7804587213648,2026-05-23,206
7804587213648,2026-05-24,203
7804587213648,2026-05-25,203
7804587213648,2026-05-26,201
7804587213648,2026-05-27,198
7804587213648,2026-05-28,198
7804587213648,2026-05-29,188
7804587213648,2026-05-30,214
7804587213648,2026-05-31,205
7804587213648,2026-06-01,195
7804587213648,2026-06-02,195
7804587213648,2026-06-03,189
7804587213648,2026-06-04,214
7804587213648,2026-06-05,214
7804587213648,2026-06-06,204
7804587213648,2026-06-07,204
7804587213648,2026-06-08,199
7804587213648,2026-06-09,199
7804587213648,2026-06-10,195
7804587213648,2026-06-11,192
7804587213648,2026-06-12,214
7804587213648,2026-06-13,206
7804587213648,2026-06-14,206
7804587213648,2026-06-15,202
7804587213648,2026-06-16,201
7804587213648,2026-06-17,201
7804587213648,2026-06-18,192
7804587213648,2026-06-19,214
7804587213648,2026-06-20,207
7804587213648,2026-06-21,207
7804587213648,2026-06-22,199
7804587213648,2026-06-23,191
7804587213648,2026-06-24,191
7804587213648,2026-06-25,190
7804587213648,2026-06-26,214
7804587213648,2026-06-27,211
7804587213648,2026-06-28,208
7804587213648,2026-06-29,208
7804587213648,2026-06-30,205
7804587213648,2026-07-01,201
7809235178465,2024-01-01,443
7809235178465,2024-01-02,436
7809235178465,2024-01-03,436
7809235178465,2024-01-04,431
7809235178465,2024-01-05,430
7809235178465,2024-01-06,425
7809235178465,2024-01-07,425
7809235178465,2024-01-08,884
7809235178465,2024-01-09,884
7809235178465,2024-01-10,882
7809235178465,2024-01-11,875
7809235178465,2024-01-12,866
7809235178465,2024-01-13,866
7809235178465,2024-01-14,884
7809235178465,2024-01-15,878
7809235178465,2024-01-16,878
7809235178465,2024-01-17,873
7809235178465,2024-01-18,873
