gtin,fecha,cantidad,tipo_movimiento
7834296851738,2024-04-04,2,S
7834296851738,2024-04-05,9,S
7834296851738,2024-04-06,7,S
7834296851738,2024-04-08,1,S
7834296851738,2024-04-10,17,E
7834296851738,2024-04-11,9,S
7834296851738,2024-04-12,5,S
7834296851738,2024-04-14,6,S
7834296851738,2024-04-16,20,E
7834296851738,2024-04-17,6,S
7834296851738,2024-04-19,4,S
7834296851738,2024-04-20,4,S
7834296851738,2024-04-21,14,E
7834296851738,2024-04-22,6,S
7834296851738,2024-04-23,1,S
7834296851738,2024-04-25,3,S
7834296851738,2024-04-27,9,S
7834296851738,2024-04-29,22,E
7834296851738,2024-04-29,3,S
7834296851738,2024-04-30,3,S
7834296851738,2024-05-01,9,S
7834296851738,2024-05-02,3,S
7834296851738,2024-05-04,7,S
7834296851738,2024-05-05,10,S
7834296851738,2024-05-06,32,E
7834296851738,2024-05-07,7,S
7834296851738,2024-05-09,4,S
7834296851738,2024-05-10,9,S
7834296851738,2024-05-12,3,S
7834296851738,2024-05-13,27,E
7834296851738,2024-05-13,4,S
7834296851738,2024-05-14,4,S
7834296851738,2024-05-16,4,S
7834296851738,2024-05-18,6,S
7834296851738,2024-05-19,5,S
7834296851738,2024-05-20,4,S
7834296851738,2024-05-21,23,E
7834296851738,2024-05-22,4,S
7834296851738,2024-05-24,4,S
7834296851738,2024-05-25,8,S
7834296851738,2024-05-26,8,S
7834296851738,2024-05-27,24,E
7834296851738,2024-05-28,9,S
7834296851738,2024-05-30,4,S
7834296851738,2024-06-01,17,E
7834296851738,2024-06-01,4,S
7834296851738,2024-06-03,6,S
7834296851738,2024-06-04,2,S
7834296851738,2024-06-05,4,S
7834296851738,2024-06-06,7,S
7834296851738,2024-06-08,8,S
7834296851738,2024-06-09,27,E
7834296851738,2024-06-10,7,S
7834296851738,2024-06-12,2,S
7834296851738,2024-06-13,1,S
7834296851738,2024-06-15,10,E
7834296851738,2024-06-17,4,S
7834296851738,2024-06-19,2,S
7834296851738,2024-06-20,10,S
7834296851738,2024-06-22,6,S
7834296851738,2024-06-24,22,E
7834296851738,2024-06-26,8,S
7834296851738,2024-06-28,12,S
7834296851738,2024-06-29,5,S
7834296851738,2024-06-30,7,S
7834296851738,2024-07-01,32,E
7834296851738,2024-07-02,4,S
7834296851738,2024-07-04,6,S
7834296851738,2024-07-06,3,S
7834296851738,2024-07-08,16,E
7834296851738,2024-07-08,3,S
7834296851738,2024-07-09,3,S
7834296851738,2024-07-10,10,S
7834296851738,2024-07-12,11,S
7834296851738,2024-07-13,24,E
7834296851738,2024-07-14,3,S
7834296851738,2024-07-16,9,S
7834296851738,2024-07-18,2,S
7834296851738,2024-07-20,14,E
7834296851738,2024-07-22,3,S
7834296851738,2024-07-24,6,S
7834296851738,2024-07-25,9,E
7834296851738,2024-07-26,5,S
7834296851738,2024-07-27,8,S
7834296851738,2024-07-29,5,S
7834296851738,2024-07-30,18,E
7834296851738,2024-08-01,10,S
7834296851738,2024-08-03,6,S
7834296851738,2024-08-05,16,E
7834296851738,2024-08-08,8,S
7834296851738,2024-08-10,8,E
7834296851738,2024-08-11,4,S
7834296851738,2024-08-12,3,S
7834296851738,2024-08-13,4,S
7834296851738,2024-08-14,1,S
7834296851738,2024-08-15,4,S
7834296851738,2024-08-16,6,S
7834296851738,2024-08-18,3,S
7834296851738,2024-08-19,25,E
7834296851738,2024-08-20,6,S
7834296851738,2024-08-21,8,S
7834296851738,2024-08-23,2,S
7834296851738,2024-08-25,22,E
7834296851738,2024-08-25,6,S
7834296851738,2024-08-27,7,S
7834296851738,2024-08-29,10,S
7834296851738,2024-08-31,17,E
7834296851738,2024-09-01,4,S
7834296851738,2024-09-05,9,S
7834296851738,2024-09-06,9,S
7834296851738,2024-09-07,22,E
7834296851738,2024-09-10,4,S
7834296851738,2024-09-12,9,S
7834296851738,2024-09-14,13,E
7834296851738,2024-09-15,9,S
7834296851738,2024-09-16,8,S
7834296851738,2024-09-18,6,S
7834296851738,2024-09-19,2,S
7834296851738,2024-09-20,29,E
7834296851738,2024-09-20,4,S
7834296851738,2024-09-22,5,S
7834296851738,2024-09-23,6,S
7834296851738,2024-09-25,11,E
7834296851738,2024-09-26,8,S
7834296851738,2024-09-27,2,S
7834296851738,2024-09-29,5,S
7834296851738,2024-09-30,4,S
7834296851738,2024-10-02,10,S
7834296851738,2024-10-03,29,E
7834296851738,2024-10-04,1,S
7834296851738,2024-10-05,6,S
7834296851738,2024-10-06,5,S
7834296851738,2024-10-08,6,S
7834296851738,2024-10-10,26,E
7834296851738,2024-10-10,8,S
7834296851738,2024-10-11,3,S
7834296851738,2024-10-13,3,S
7834296851738,2024-10-15,9,S
7834296851738,2024-10-16,15,E
7834296851738,2024-10-18,9,S
7834296851738,2024-10-21,4,S
7834296851738,2024-10-23,13,E
7834296851738,2024-10-24,12,S
7834296851738,2024-10-25,2,S
7834296851738,2024-10-26,7,S
7834296851738,2024-10-28,4,S
7834296851738,2024-10-30,7,S
7834296851738,2024-11-01,32,E
7834296851738,2024-11-03,7,S
7834296851738,2024-11-05,6,S
7834296851738,2024-11-06,7,S
7834296851738,2024-11-07,29,E
7834296851738,2024-11-07,9,S
7834296851738,2024-11-08,7,S
7834296851738,2024-11-09,9,S
7834296851738,2024-11-10,6,S
7834296851738,2024-11-12,3,S
7834296851738,2024-11-14,6,S
7834296851738,2024-11-15,45,E
7834296851738,2024-11-15,14,S
7834296851738,2024-11-16,5,S
7834296851738,2024-11-18,8,S
7834296851738,2024-11-20,6,S
7834296851738,2024-11-21,1,S
7834296851738,2024-11-22,27,E
7834296851738,2024-11-22,7,S
7834296851738,2024-11-24,3,S
7834296851738,2024-11-26,2,S
7834296851738,2024-11-27,8,S
7834296851738,2024-11-28,15,E
7834296851738,2024-11-28,2,S
7834296851738,2024-11-30,2,S
7834296851738,2024-12-02,7,S
7834296851738,2024-12-03,6,S
7834296851738,2024-12-05,6,S
7834296851738,2024-12-06,21,E
7834296851738,2024-12-07,7,S
7834296851738,2024-12-09,7,S
7834296851738,2024-12-11,8,S
7834296851738,2024-12-13,4,S
7834296851738,2024-12-15,26,E
7834296851738,2024-12-16,6,S
7834296851738,2024-12-17,8,S
7834296851738,2024-12-18,6,S
7834296851738,2024-12-20,5,S
7834296851738,2024-12-21,25,E
7834296851738,2024-12-22,7,S
7834296851738,2024-12-23,5,S
7834296851738,2024-12-24,7,S
7834296851738,2024-12-26,5,S
7834296851738,2024-12-29,7,S
7834296851738,2024-12-30,31,E
7834296851738,2024-12-31,1,S
7834296851738,2025-01-02,9,S
7834296851738,2025-01-04,7,S
7834296851738,2025-01-06,8,S
7834296851738,2025-01-07,25,E
7834296851738,2025-01-08,6,S
7834296851738,2025-01-10,4,S
7834296851738,2025-01-12,5,S
7834296851738,2025-01-13,15,E
7834296851738,2025-01-14,3,S
7834296851738,2025-01-16,4,S
7834296851738,2025-01-17,5,S
7834296851738,2025-01-18,7,S
7834296851738,2025-01-19,7,S
7834296851738,2025-01-20,7,S
7834296851738,2025-01-21,9,S
7834296851738,2025-01-22,56,E
7834296851738,2025-01-22,14,S
7834296851738,2025-01-23,8,S
7834296851738,2025-01-25,6,S
7834296851738,2025-01-27,7,S
7834296851738,2025-01-29,21,E
7834296851738,2025-01-30,2,S
7834296851738,2025-02-01,1,S
7834296851738,2025-02-03,1,S
7834296851738,2025-02-04,7,S
7834296851738,2025-02-06,15,E
7834296851738,2025-02-06,4,S
7834296851738,2025-02-07,6,S
7834296851738,2025-02-09,8,S
7834296851738,2025-02-10,9,S
7834296851738,2025-02-13,5,S
7834296851738,2025-02-14,5,S
7834296851738,2025-02-15,38,E
7834296851738,2025-02-15,5,S
7834296851738,2025-02-16,6,S
7834296851738,2025-02-18,5,S
7834296851738,2025-02-20,3,S
7834296851738,2025-02-21,8,S
7834296851738,2025-02-22,4,S
7834296851738,2025-02-23,35,E
7834296851738,2025-02-23,9,S
7834296851738,2025-02-24,5,S
7834296851738,2025-02-25,4,S
7834296851738,2025-02-26,6,S
7834296851738,2025-02-27,6,S
7834296851738,2025-03-01,3,S
7834296851738,2025-03-02,2,S
7834296851738,2025-03-04,35,E
7834296851738,2025-03-04,9,S
7834296851738,2025-03-05,4,S
7834296851738,2025-03-07,5,S
7834296851738,2025-03-09,9,E
7834296851738,2025-03-11,3,S
7834296851738,2025-03-13,8,S
7834296851738,2025-03-15,6,S
7834296851738,2025-03-16,7,S
7834296851738,2025-03-18,24,E
7834296851738,2025-03-20,6,S
7834296851738,2025-03-22,5,S
7834296851738,2025-03-23,9,S
7834296851738,2025-03-24,11,S
7834296851738,2025-03-25,6,S
7834296851738,2025-03-26,37,E
7834296851738,2025-03-28,6,S
7834296851738,2025-03-30,6,S
7834296851738,2025-03-31,3,S
7834296851738,2025-04-01,3,S
7834296851738,2025-04-02,18,E
7834296851738,2025-04-04,3,S
7834296851738,2025-04-05,11,S
7834296851738,2025-04-07,1,S
7834296851738,2025-04-09,15,E
7834296851738,2025-04-11,6,S
7834296851738,2025-04-13,3,S
7834296851738,2025-04-15,3,S
7834296851738,2025-04-16,12,E
7834296851738,2025-04-17,1,S
7834296851738,2025-04-19,5,S
7834296851738,2025-04-20,10,S
7834296851738,2025-04-22,1,S
7834296851738,2025-04-23,7,S
7834296851738,2025-04-24,36,E
7834296851738,2025-04-24,12,S
7834296851738,2025-04-25,5,S
7834296851738,2025-04-27,7,S
7834296851738,2025-04-29,4,S
7834296851738,2025-05-01,7,S
7834296851738,2025-05-02,31,E
7834296851738,2025-05-02,8,S
7834296851738,2025-05-04,5,S
7834296851738,2025-05-05,8,S
7834296851738,2025-05-06,8,S
7834296851738,2025-05-09,21,E
7834296851738,2025-05-11,11,S
7834296851738,2025-05-13,8,S
7834296851738,2025-05-14,19,E
7834296851738,2025-05-16,6,S
7834296851738,2025-05-18,5,S
7834296851738,2025-05-19,7,S
7834296851738,2025-05-21,7,S
7834296851738,2025-05-23,25,E
7834296851738,2025-05-24,4,S
7834296851738,2025-05-26,5,S
7834296851738,2025-05-27,3,S
7834296851738,2025-05-28,12,E
7834296851738,2025-05-29,5,S
7834296851738,2025-05-30,3,S
7834296851738,2025-05-31,4,S
7834296851738,2025-06-01,9,S
7834296851738,2025-06-02,9,S
7834296851738,2025-06-03,44,E
7834296851738,2025-06-03,14,S
7834296851738,2025-06-04,7,S
7834296851738,2025-06-05,4,S
7834296851738,2025-06-07,5,S
7834296851738,2025-06-08,18,E
7834296851738,2025-06-08,2,S
7834296851738,2025-06-10,7,S
7834296851738,2025-06-12,8,S
7834296851738,2025-06-14,8,S
7834296851738,2025-06-15,5,S
7834296851738,2025-06-16,5,S
7834296851738,2025-06-17,33,E
7834296851738,2025-06-18,4,S
7834296851738,2025-06-20,11,S
7834296851738,2025-06-21,8,S
7834296851738,2025-06-23,6,S
7834296851738,2025-06-24,33,E
7834296851738,2025-06-24,4,S
7834296851738,2025-06-27,6,S
7834296851738,2025-06-29,3,S
7834296851738,2025-07-01,3,S
7834296851738,2025-07-03,16,E
7834296851738,2025-07-03,4,S
7834296851738,2025-07-05,4,S
7834296851738,2025-07-06,4,S
7834296851738,2025-07-07,7,S
7834296851738,2025-07-09,15,E
7834296851738,2025-07-10,3,S
7834296851738,2025-07-11,5,S
7834296851738,2025-07-13,6,S
7834296851738,2025-07-14,2,S
7834296851738,2025-07-15,16,E
7834296851738,2025-07-17,11,S
7834296851738,2025-07-18,2,S
7834296851738,2025-07-19,1,S
7834296851738,2025-07-20,6,S
7834296851738,2025-07-22,2,S
7834296851738,2025-07-23,22,E
7834296851738,2025-07-24,3,S
7834296851738,2025-07-25,3,S
7834296851738,2025-07-26,2,S
7834296851738,2025-07-27,5,S
7834296851738,2025-07-28,4,S
7834296851738,2025-07-30,4,S
7834296851738,2025-07-31,5,S
7834296851738,2025-08-01,26,E
7834296851738,2025-08-02,6,S
7834296851738,2025-08-04,6,S
7834296851738,2025-08-05,8,S
7834296851738,2025-08-06,5,S
7834296851738,2025-08-07,25,E
7834296851738,2025-08-09,10,S
7834296851738,2025-08-10,1,S
7834296851738,2025-08-12,3,S
7834296851738,2025-08-13,14,E
7834296851738,2025-08-14,4,S
7834296851738,2025-08-15,3,S
7834296851738,2025-08-16,2,S
7834296851738,2025-08-17,1,S
7834296851738,2025-08-19,6,S
7834296851738,2025-08-20,7,S
7834296851738,2025-08-22,29,E
7834296851738,2025-08-22,6,S
7834296851738,2025-08-23,8,S
7834296851738,2025-08-25,2,S
7834296851738,2025-08-27,6,S
7834296851738,2025-08-28,2,S
7834296851738,2025-08-30,1,S
7834296851738,2025-08-31,19,E
7834296851738,2025-09-03,3,S
7834296851738,2025-09-05,6,S
7834296851738,2025-09-06,12,E
7834296851738,2025-09-06,3,S
7834296851738,2025-09-07,5,S
7834296851738,2025-09-08,6,S
7834296851738,2025-09-09,7,S
7834296851738,2025-09-10,2,S
7834296851738,2025-09-13,8,S
7834296851738,2025-09-14,3,S
7834296851738,2025-09-15,31,E
7834296851738,2025-09-16,4,S
7834296851738,2025-09-19,8,S
7834296851738,2025-09-21,4,S
7834296851738,2025-09-22,16,E
7834296851738,2025-09-24,2,S
7834296851738,2025-09-25,11,S
7834296851738,2025-09-26,5,S
7834296851738,2025-09-28,5,S
7834296851738,2025-09-29,6,S
7834296851738,2025-10-01,34,E
7834296851738,2025-10-01,5,S
7834296851738,2025-10-03,3,S
7834296851738,2025-10-04,8,S
7834296851738,2025-10-06,3,S
7834296851738,2025-10-07,8,S
7834296851738,2025-10-08,4,S
7834296851738,2025-10-09,26,E
7834296851738,2025-10-10,2,S
7834296851738,2025-10-12,5,S
7834296851738,2025-10-14,1,S
7834296851738,2025-10-15,7,S
7834296851738,2025-10-17,7,S
7834296851738,2025-10-18,22,E
7834296851738,2025-10-20,7,S
7834296851738,2025-10-21,5,S
7834296851738,2025-10-23,1,S
7834296851738,2025-10-24,6,S
7834296851738,2025-10-26,19,E
7834296851738,2025-10-28,9,S
7834296851738,2025-10-30,2,S
7834296851738,2025-10-31,11,E
7834296851738,2025-11-01,6,S
7834296851738,2025-11-03,2,S
7834296851738,2025-11-05,1,S
7834296851738,2025-11-07,3,S
7834296851738,2025-11-09,12,E
7834296851738,2025-11-10,12,S
7834296851738,2025-11-12,8,S
7834296851738,2025-11-14,7,S
7834296851738,2025-11-16,1,S
7834296851738,2025-11-17,4,S
7834296851738,2025-11-18,43,E
7834296851738,2025-11-18,11,S
7834296851738,2025-11-19,1,S
7834296851738,2025-11-21,4,S
7834296851738,2025-11-23,6,S
7834296851738,2025-11-25,1,S
7834296851738,2025-11-27,15,E
7834296851738,2025-11-27,3,S
7834296851738,2025-11-28,10,S
7834296851738,2025-11-30,7,S
7834296851738,2025-12-01,3,S
7834296851738,2025-12-02,10,S
7834296851738,2025-12-05,7,S
7834296851738,2025-12-06,37,E
7834296851738,2025-12-07,8,S
7834296851738,2025-12-10,3,S
7834296851738,2025-12-11,4,S
7834296851738,2025-12-13,11,S
7834296851738,2025-12-14,26,E
7834296851738,2025-12-15,5,S
7834296851738,2025-12-17,1,S
7834296851738,2025-12-18,5,S
7834296851738,2025-12-19,11,E
7834296851738,2025-12-20,7,S
7834296851738,2025-12-21,1,S
7834296851738,2025-12-24,8,S
7834296851738,2025-12-25,8,S
7834296851738,2025-12-26,24,E
7834296851738,2025-12-27,4,S
7834296851738,2025-12-28,6,S
7834296851738,2025-12-30,5,S
7834296851738,2025-12-31,15,E
7834296851738,2026-01-01,10,S
7834296851738,2026-01-03,9,S
7834296851738,2026-01-04,13,S
7834296851738,2026-01-06,6,S
7834296851738,2026-01-08,38,E
7834296851738,2026-01-09,9,S
7834296851738,2026-01-11,1,S
7834296851738,2026-01-13,7,S
7834296851738,2026-01-14,3,S
7834296851738,2026-01-15,2,S
7834296851738,2026-01-16,22,E
7834296851738,2026-01-17,9,S
7834296851738,2026-01-18,6,S
7834296851738,2026-01-20,2,S
7834296851738,2026-01-21,17,E
7834296851738,2026-01-22,7,S
7834296851738,2026-01-24,4,S
7834296851738,2026-01-27,1,S
7834296851738,2026-01-28,12,E
7834296851738,2026-01-29,1,S
7834296851738,2026-02-02,9,S
7834296851738,2026-02-04,10,E
7834296851738,2026-02-05,10,S
7834296851738,2026-02-07,9,S
7834296851738,2026-02-09,10,S
7834296851738,2026-02-10,29,E
7834296851738,2026-02-11,5,S
7834296851738,2026-02-12,5,S
7834296851738,2026-02-13,9,S
7834296851738,2026-02-15,3,S
7834296851738,2026-02-16,29,E
7834296851738,2026-02-16,7,S
7834296851738,2026-02-17,5,S
7834296851738,2026-02-19,8,S
7834296851738,2026-02-21,13,E
7834296851738,2026-02-23,4,S
7834296851738,2026-02-24,3,S
7834296851738,2026-02-25,3,S
7834296851738,2026-02-26,2,S
7834296851738,2026-02-28,12,E
7834296851738,2026-03-01,4,S
7834296851738,2026-03-02,10,S
7834296851738,2026-03-03,8,S
7834296851738,2026-03-04,10,S
7834296851738,2026-03-05,5,S
7834296851738,2026-03-06,37,E
7834296851738,2026-03-07,10,S
7834296851738,2026-03-08,3,S
7834296851738,2026-03-09,3,S
7834296851738,2026-03-10,3,S
7834296851738,2026-03-11,19,E
7834296851738,2026-03-12,1,S
7834296851738,2026-03-13,4,S
7834296851738,2026-03-15,1,S
7834296851738,2026-03-17,3,S
7834296851738,2026-03-18,11,E
7834296851738,2026-03-18,2,S
7834296851738,2026-03-19,7,S
7834296851738,2026-03-20,9,S
7834296851738,2026-03-22,9,S
7834296851738,2026-03-23,10,S
7834296851738,2026-03-24,35,E
7834296851738,2026-03-25,8,S
7834296851738,2026-03-27,5,S
7834296851738,2026-03-28,4,S
7834296851738,2026-03-29,17,E
7834296851738,2026-03-30,5,S
7834296851738,2026-04-01,6,S
7834296851738,2026-04-03,4,S
7834296851738,2026-04-05,15,E
7834296851738,2026-04-06,5,S
7834296851738,2026-04-08,3,S
7834296851738,2026-04-09,8,S
7834296851738,2026-04-12,18,E
7834296851738,2026-04-12,2,S
7834296851738,2026-04-14,3,S
7834296851738,2026-04-16,3,S
7834296851738,2026-04-17,11,S
7834296851738,2026-04-18,17,E
7834296851738,2026-04-19,8,S
7834296851738,2026-04-20,6,S
7834296851738,2026-04-21,6,S
7834296851738,2026-04-22,4,S
7834296851738,2026-04-23,3,S
7834296851738,2026-04-24,33,E
7834296851738,2026-04-24,6,S
7834296851738,2026-04-25,1,S
7834296851738,2026-04-26,5,S
7834296851738,2026-04-27,4,S
7834296851738,2026-04-29,10,E
7834296851738,2026-04-30,4,S
7834296851738,2026-05-01,9,S
7834296851738,2026-05-03,4,S
7834296851738,2026-05-04,17,E
7834296851738,2026-05-07,8,S
7834296851738,2026-05-09,5,S
7834296851738,2026-05-10,2,S
7834296851738,2026-05-11,19,E
7834296851738,2026-05-11,4,S
7834296851738,2026-05-13,5,S
7834296851738,2026-05-15,6,S
7834296851738,2026-05-17,7,S
7834296851738,2026-05-19,18,E
7834296851738,2026-05-21,7,S
7834296851738,2026-05-23,4,S
7834296851738,2026-05-25,11,E
7834296851738,2026-05-26,6,S
7834296851738,2026-05-28,4,S
7834296851738,2026-05-30,3,S
7834296851738,2026-05-31,18,E
7834296851738,2026-05-31,5,S
7834296851738,2026-06-01,3,S
7834296851738,2026-06-02,4,S
7834296851738,2026-06-04,4,S
7834296851738,2026-06-05,13,E
7834296851738,2026-06-05,2,S
7834296851738,2026-06-06,2,S
7834296851738,2026-06-07,3,S
7834296851738,2026-06-09,7,S
7834296851738,2026-06-11,12,E
7834296851738,2026-06-13,6,S
7834296851738,2026-06-15,7,S
7834296851738,2026-06-18,19,E
7834296851738,2026-06-18,6,S
7834296851738,2026-06-21,1,S
7834296851738,2026-06-23,6,S
7834296851738,2026-06-25,3,S
7834296851738,2026-06-27,10,E
7834296851738,2026-06-28,5,S
7834296851738,2026-06-30,7,S
7807562931486,2024-01-02,1,S
7807562931486,2024-01-03,6,S
7807562931486,2024-01-05,2,S
7807562931486,2024-01-06,18,E
7807562931486,2024-01-08,4,S
7807562931486,2024-01-09,4,S
7807562931486,2024-01-10,10,S
7807562931486,2024-01-11,3,S
7807562931486,2024-01-12,3,S
7807562931486,2024-01-14,6,S
7807562931486,2024-01-15,30,E
7807562931486,2024-01-16,4,S
7807562931486,2024-01-17,4,S
7807562931486,2024-01-18,6,S
7807562931486,2024-01-19,7,S
7807562931486,2024-01-20,7,S
7807562931486,2024-01-22,5,S
7807562931486,2024-01-23,33,E
7807562931486,2024-01-24,4,S
7807562931486,2024-01-26,7,S
7807562931486,2024-01-28,8,S
7807562931486,2024-01-30,19,E
7807562931486,2024-02-01,3,S
7807562931486,2024-02-03,5,S
7807562931486,2024-02-05,1,S
7807562931486,2024-02-06,1,S
7807562931486,2024-02-07,8,S
7807562931486,2024-02-08,18,E
7807562931486,2024-02-10,3,S
7807562931486,2024-02-11,12,S
7807562931486,2024-02-12,4,S
7807562931486,2024-02-14,19,E
7807562931486,2024-02-15,1,S
7807562931486,2024-02-17,4,S
7807562931486,2024-02-19,9,S
7807562931486,2024-02-20,18,E
7807562931486,2024-02-20,4,S
7807562931486,2024-02-22,1,S
7807562931486,2024-02-23,7,S
7807562931486,2024-02-25,5,S
7807562931486,2024-02-26,6,S
7807562931486,2024-02-27,19,E
7807562931486,2024-02-28,1,S
7807562931486,2024-03-01,3,S
7807562931486,2024-03-03,1,S
7807562931486,2024-03-05,2,S
7807562931486,2024-03-06,7,E
7807562931486,2024-03-09,2,S
7807562931486,2024-03-10,6,S
7807562931486,2024-03-12,3,S
7807562931486,2024-03-13,15,E
7807562931486,2024-03-13,4,S
7807562931486,2024-03-14,6,S
7807562931486,2024-03-15,7,S
7807562931486,2024-03-16,4,S
7807562931486,2024-03-17,3,S
7807562931486,2024-03-18,20,E
7807562931486,2024-03-20,6,S
7807562931486,2024-03-21,2,S
7807562931486,2024-03-22,6,S
7807562931486,2024-03-23,1,S
7807562931486,2024-03-27,15,E
7807562931486,2024-03-28,8,S
7807562931486,2024-03-29,2,S
7807562931486,2024-03-30,7,S
7807562931486,2024-04-01,19,E
7807562931486,2024-04-01,2,S
7807562931486,2024-04-03,4,S
7807562931486,2024-04-05,11,S
7807562931486,2024-04-08,15,E
7807562931486,2024-04-10,6,S
7807562931486,2024-04-11,4,S
7807562931486,2024-04-12,4,S
7807562931486,2024-04-13,14,E
7807562931486,2024-04-14,7,S
7807562931486,2024-04-15,2,S
7807562931486,2024-04-17,9,S
7807562931486,2024-04-18,6,S
7807562931486,2024-04-20,5,S
7807562931486,2024-04-22,29,E
7807562931486,2024-04-23,2,S
7807562931486,2024-04-24,7,S
7807562931486,2024-04-26,1,S
7807562931486,2024-04-28,8,S
7807562931486,2024-04-30,5,S
7807562931486,2024-05-01,23,E
7807562931486,2024-05-02,5,S
7807562931486,2024-05-04,11,S
7807562931486,2024-05-05,4,S
7807562931486,2024-05-06,5,S
7807562931486,2024-05-08,33,E
7807562931486,2024-05-08,8,S
7807562931486,2024-05-10,7,S
7807562931486,2024-05-12,9,S
7807562931486,2024-05-14,8,S
7807562931486,2024-05-15,24,E
7807562931486,2024-05-16,2,S
7807562931486,2024-05-18,13,S
7807562931486,2024-05-19,9,S
7807562931486,2024-05-21,24,E
7807562931486,2024-05-24,9,S
7807562931486,2024-05-25,1,S
7807562931486,2024-05-26,13,E
7807562931486,2024-05-26,3,S
7807562931486,2024-05-27,6,S
7807562931486,2024-05-29,3,S
7807562931486,2024-05-30,6,S
7807562931486,2024-06-01,17,E
7807562931486,2024-06-01,2,S
7807562931486,2024-06-03,5,S
7807562931486,2024-06-04,3,S
7807562931486,2024-06-05,4,S
7807562931486,2024-06-07,12,S
7807562931486,2024-06-08,1,S
7807562931486,2024-06-10,31,E
7807562931486,2024-06-10,6,S
7807562931486,2024-06-11,9,S
7807562931486,2024-06-12,3,S
7807562931486,2024-06-13,5,S
7807562931486,2024-06-14,2,S
7807562931486,2024-06-16,2,S
7807562931486,2024-06-18,31,E
7807562931486,2024-06-18,10,S
7807562931486,2024-06-20,2,S
7807562931486,2024-06-21,8,S
7807562931486,2024-06-23,10,E
7807562931486,2024-06-25,6,S
7807562931486,2024-06-26,4,S
7807562931486,2024-06-28,6,S
7807562931486,2024-07-01,16,E
7807562931486,2024-07-04,4,S
7807562931486,2024-07-05,5,S
7807562931486,2024-07-06,1,S
7807562931486,2024-07-08,10,E
7807562931486,2024-07-10,1,S
7807562931486,2024-07-12,8,S
7807562931486,2024-07-13,7,S
7807562931486,2024-07-14,7,S
7807562931486,2024-07-15,23,E
7807562931486,2024-07-16,7,S
7807562931486,2024-07-18,7,S
7807562931486,2024-07-19,4,S
7807562931486,2024-07-21,5,S
7807562931486,2024-07-23,25,E
7807562931486,2024-07-23,2,S
7807562931486,2024-07-24,5,S
7807562931486,2024-07-26,2,S
7807562931486,2024-07-27,9,S
7807562931486,2024-07-28,20,E
7807562931486,2024-07-28,4,S
7807562931486,2024-07-30,4,S
7807562931486,2024-08-01,10,S
7807562931486,2024-08-02,6,S
7807562931486,2024-08-03,6,S
7807562931486,2024-08-04,4,S
7807562931486,2024-08-06,30,E
7807562931486,2024-08-07,6,S
7807562931486,2024-08-08,10,S
7807562931486,2024-08-10,7,S
